,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,bitbucket_id
91,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,{},14.0,14.0,,https://pypi.org/project/mkdocs-entangled-plugin,19054.0,19054.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
92,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,{},20.0,20.0,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,20727.0,20727.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
93,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,{},5.0,5.0,,https://pypi.org/project/mkdocs-data-plugin,1179.0,1179.0,,6,True,2.0,,MIT,,,,,,,,,,,,,,,,
94,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,7310.0,7310.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
95,Publisher for MkDocs - social,,pub-social,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5963.0,5963.0,Social media sharing helper.,6,True,2.0,,,,,,,,,,,,,,,,,,
96,Publisher for MkDocs - minifier,,pub-minifier,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5963.0,5963.0,"Size optimization (minification) for HTML, CSS, JS, SVG, PNG and JPEG files.",6,True,2.0,,,,,,,,,,,,,,,,,,
97,Publisher for MkDocs - obsidian,,pub-obsidian,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],integrations,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5963.0,5963.0,"Obsidian.md integration including with support for wiki links, callouts, backlinks etc.",6,True,2.0,,,,,,,,,,,,,,,,,,
98,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,{},,,4.0,https://pypi.org/project/mdx-truly-sane-lists,1312978.0,1312978.0,,6,True,2.0,mdx_truly_sane_lists,,,,,,,,,,,,,,,,,
99,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,{},96.0,96.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1609.0,1609.0,,6,True,2.0,full_yaml_metadata,,,,,,,,,,,,,,,,,
100,section-index,,section-index,,oprypin/mkdocs-section-index,mkdocs-section-index,['plugin'],nav-pages,{},,,3.0,https://pypi.org/project/mkdocs-section-index,1597438.0,1597438.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
101,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,{},34.0,34.0,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,23636.0,23636.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
102,Publisher for MkDocs - meta,,pub-meta,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],nav-pages,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5963.0,5963.0,Automatic navigation based on files metadata with URL name and publication status control.,6,True,2.0,,,,,,,,,,,,,,,,,,
103,localsearch,,localsearch,,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,{},107.0,107.0,6.0,https://pypi.org/project/mkdocs-localsearch,5731.0,5731.0,,6,True,1.0,,,,,,,,,,,,,,,,,,
104,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,{},66.0,66.0,9.0,https://pypi.org/project/mkpdfs-mkdocs,1328.0,1328.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
105,mkdocs-versioning,,mkdocs-versioning,,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,{},179.0,179.0,5.0,https://pypi.org/project/mkdocs-versioning,2585.0,2585.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
106,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,{},27.0,27.0,4.0,https://pypi.org/project/mkdocs-exclude-unused-files,15091.0,15091.0,,6,True,2.0,,,,,,,,,,,,,,,,,,
107,Publisher for MkDocs - debugger,,pub-debugger,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],site-management,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,5963.0,5963.0,Advanced console and file logger from build and serve process.,6,True,2.0,,,,,,,,,,,,,,,,,,
108,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,https://pypi.org/project/markdown-grid-tables,57272.0,57272.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,5,True,2.0,markdown_grid_tables,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,7.0,3.0,1.0,1.0,0.0,2022-02-09 02:39:55.000000,,,,,,
109,Simple Blog,simple-blog,,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,{},97.0,97.0,5.0,https://pypi.org/project/mkdocs-simple-blog,788.0,788.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
110,MkAutoDoc,,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,{},,,7.0,https://pypi.org/project/mkautodoc,19690.0,19690.0,,5,True,2.0,mkautodoc,BSD,,,,,,,,,,,,,,,,
111,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,{},75.0,75.0,,,,,,5,True,2.0,,ISC,,,,,,,,,,,,,,,,
112,rss,,rss,,Guts/mkdocs-rss-plugin,mkdocs-rss-plugin,['plugin'],blogging,{},,,20.0,https://pypi.org/project/mkdocs-rss-plugin,256471.0,256471.0,,5,True,3.0,,,,,,,,,,,,,,,,,,
113,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,{},81.0,81.0,3.0,https://pypi.org/project/mkdocs-newsletter,362.0,362.0,,5,True,3.0,,,,,,,,,,,,,,,,,,
114,table-reader,,table-reader,,timvink/mkdocs-table-reader-plugin,mkdocs-table-reader-plugin,['plugin'],charts,{},,,9.0,https://pypi.org/project/mkdocs-table-reader-plugin,229514.0,229514.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
115,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,{},136.0,136.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,2570.0,2570.0,A MkDocs plugin that support mermaid graph in markdown file.,5,True,2.0,,,,,,,,,,,,,,,,,,
116,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,{},13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,1161.0,1161.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
117,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,{},52.0,52.0,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,630.0,630.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
118,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,{},41.0,41.0,,https://pypi.org/project/mkdocs-markdown-filter,5345.0,5345.0,,5,True,3.0,,,,,,,,,,,,,,,,,,
119,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,{},8.0,8.0,4.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,20415.0,20415.0,,5,True,3.0,,,,,,,,,,,,,,,,,,
120,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,{},114.0,114.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,661.0,661.0,,5,True,3.0,,,,,,,,,,,,,,,,,,
121,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,{},,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,130879.0,130879.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
122,MkDocs asciinema-player,,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,{},22.0,22.0,6.0,https://pypi.org/project/mkdocs-asciinema-player,1513.0,1513.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
123,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,{},40.0,40.0,6.0,https://pypi.org/project/mkdocs-alias-plugin,3771.0,3771.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
124,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/mkpatcher,1537.0,1537.0,,5,True,2.0,mkpatcher,,,,,,,,,,,,,,,,,
125,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,{},,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,80136.0,80136.0,,5,True,2.0,markdown_inline_graphviz,,,,,,,,,,,,,,,,,
126,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,{},,,3.0,https://pypi.org/project/mkdocs-schema-reader,3743.0,3743.0,,5,True,2.0,,MIT,,,,,,,,,,,,,,,,
127,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,{},24.0,24.0,,https://pypi.org/project/mkdocs-categories-plugin,3033.0,3033.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
128,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,{},18.0,18.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,3383.0,3383.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
129,include directory to navigation,,include_dir_to_nav,,mysiki/mkdocs_include_dir_to_nav,mkdocs-include-dir-to-nav,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-include-dir-to-nav,65113.0,65113.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
130,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,{},13.0,13.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,1308.0,1308.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
131,mktestdocs,,,,koaning/mktestdocs,mktestdocs,[],quality,{},,,6.0,https://pypi.org/project/mktestdocs,64630.0,64630.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
132,MkDocs-Test,,test,,fralau/mkdocs-test,mkdocs-test,['plugin'],quality,{},,,3.0,https://pypi.org/project/mkdocs-test,4163.0,4163.0,,5,True,2.0,,MIT,,,,,,,,,,,,,,,,
133,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,{},5.0,5.0,2.0,https://pypi.org/project/mkdocs-task-collector,190525.0,190525.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
134,print-site,,print-site,,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],site-conversion,{},,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,189585.0,189585.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
135,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,{},78.0,78.0,4.0,https://pypi.org/project/mkdocs-pandoc,561.0,561.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
136,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,{},56.0,56.0,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,2642.0,2642.0,,5,True,2.0,,,,,,,,,,,,,,,,,,
137,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,352.0,352.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
138,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,224.0,224.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
139,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,267.0,267.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
140,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,166.0,166.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
141,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,{},,,,https://pypi.org/project/mkdocs-typer,20154.0,20154.0,,4,True,3.0,mkdocs-typer,,,,,,,,,,,,,,,,,
142,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,{},,,3.0,https://pypi.org/project/mkdocstrings-crystal,17855.0,17855.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
143,mkdocs-material-adr,,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,{},12.0,12.0,2.0,https://pypi.org/project/mkdocs-material-adr,3485.0,3485.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
144,charts,,charts,,timvink/mkdocs-charts-plugin,mkdocs-charts-plugin,['plugin'],charts,{},,,5.0,https://pypi.org/project/mkdocs-charts-plugin,25476.0,25476.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
145,drawio-exporter,,drawio-exporter,,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,{},,,5.0,https://pypi.org/project/mkdocs-drawio-exporter,12809.0,12809.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
146,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,{},16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,256.0,256.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
147,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,17.0,17.0,2.0,https://pypi.org/project/oEmbedPy,984.0,984.0,MkDocs plugin to render rich contents from URL by oEmbed API.,4,True,3.0,,,,,,,,,,,,,,,,,,
148,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,{},11.0,11.0,5.0,https://pypi.org/project/mkdocs-nbconvert,1016.0,1016.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
149,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,{},,,2.0,https://pypi.org/project/mkdocs-protobuf,4156.0,4156.0,Mkdocs plugin to render protobuf messages.,4,True,3.0,,Apache-2,,,,,,,,,,,,,,,,
150,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,{},,,8.0,https://pypi.org/project/termynal,52213.0,52213.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
151,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,{},14.0,14.0,8.0,https://pypi.org/project/mkdocs-marimo,,,,4,True,3.0,,Apache-2,,,,,,,,,,,,,,,,
152,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,{},28.0,28.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,654.0,654.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
153,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,{},,,5.0,https://pypi.org/project/mdx-gh-links,22133.0,22133.0,,4,True,3.0,mdx_gh_links,,,,,,,,,,,,,,,,,
154,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,{},,,3.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,11819.0,11819.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
155,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,{},11.0,11.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,427.0,427.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
156,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://aiboy996.github.io/mkdocs-ai-summary/,4.0,4.0,,https://pypi.org/project/mkdocs-ai-summary,103.0,103.0,,4,True,3.0,,MIT,,,,,,,,,,,,,,,,
157,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,{},35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,228.0,228.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
158,mkdocs-copy-to-llm,,copy-to-llm,,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],integrations,{},6.0,6.0,4.0,https://pypi.org/project/mkdocs-copy-to-llm,2098.0,2098.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
159,Autolink References,,autolink_references,,theskumar/autolink-references-mkdocs-plugin,autolink-references-mkdocs-plugin,['plugin'],links-refs,{},,,3.0,https://pypi.org/project/autolink-references-mkdocs-plugin,11085.0,11085.0,,4,True,2.0,,,,,,,,,,,,,,,,,,
160,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,{},,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,9317.0,9317.0,,4,True,2.0,,,,,,,,,,,,,,,,,,
161,abs-to-rel,,abs-to-rel,,sander76/mkdocs-abs-rel-plugin,mkdocs-abs-rel-plugin,['plugin'],links-refs,{},38.0,38.0,2.0,https://pypi.org/project/mkdocs-abs-rel-plugin,4483.0,4483.0,,4,True,2.0,,,,,,,,,,,,,,,,,,
162,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,{},,,5.0,https://pypi.org/project/mdx-wikilink-plus,12850.0,12850.0,,4,True,2.0,mdx_wikilink_plus,,,,,,,,,,,,,,,,,
163,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,{},40.0,40.0,2.0,https://pypi.org/project/mkdocs-unused-files,7315.0,7315.0,,4,True,2.0,,,,,,,,,,,,,,,,,,
164,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-breakless-lists,34679.0,34679.0,,4,True,2.0,mdx_breakless_lists,,,,,,,,,,,,,,,,,
165,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,{},47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,454.0,454.0,,4,True,2.0,superscript,,,,,,,,,,,,,,,,,
166,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,{},59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,345.0,345.0,,4,True,2.0,subscript,,,,,,,,,,,,,,,,,
167,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,{},39.0,39.0,,https://pypi.org/project/markdown-emdash,220.0,220.0,,4,True,2.0,mdx_emdash,,,,,,,,,,,,,,,,,
168,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,{},11.0,11.0,,,,,,4,True,2.0,pycon,ISC,,,,,,,,,,,,,,,,
169,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,{},54.0,54.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,394.0,394.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
170,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,552.0,552.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
171,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},18.0,18.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,655.0,655.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
172,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,{},21.0,21.0,,https://pypi.org/project/mkdocs-code-validator,987.0,987.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
173,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,{},,,5.0,https://pypi.org/project/mkdocs-linkcheck,40608.0,40608.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
174,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,{},,,6.0,https://pypi.org/project/mkdocs-exclude-search,50918.0,50918.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
175,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,{},13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,971.0,971.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
176,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,3.0,,,,,,,,,,,,2026-07-01 09:06:32.463778,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-07-01 09:06:32.463778,49434.0,
177,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,{},9.0,9.0,3.0,https://pypi.org/project/mkdocs-merge,3437.0,3437.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
178,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,{},23.0,23.0,4.0,https://pypi.org/project/mkdocs-snippet-plugin,951.0,951.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
179,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,{},14.0,14.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,759.0,759.0,,4,True,3.0,,,,,,,,,,,,,,,,,,
180,Cluster,cluster,,,,mkdocs-cluster,['theme'],theming,https://gitlab.com/kaliko/mkdocs-cluster,,,,https://pypi.org/project/mkdocs-cluster,312.0,312.0,Another bootstrap theme for MkDocs.,3,True,3.0,,,,kaliko/mkdocs-cluster,https://gitlab.com/kaliko/mkdocs-cluster,2016-06-02 15:03:33,2.0,,1.0,6.0,0.0,2016-06-02 15:03:33.000000,,,,,,
181,KPN for MkDocs,kpn,,,kpn/mkdocs-kpn-theme,mkdocs-kpn,['theme'],theming,{},8.0,8.0,9.0,https://pypi.org/project/mkdocs-kpn,732.0,732.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
182,Zettelkasten,zettelkasten,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,{},6.0,6.0,5.0,https://pypi.org/project/mkdocs-zettelkasten,238.0,238.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
183,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,{},8.0,8.0,6.0,https://pypi.org/project/lantana,223.0,223.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
184,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,{},8.0,8.0,4.0,https://pypi.org/project/mkdocs-landing,231.0,231.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
185,mkdocs-curriculum-vitae,curriculum-vitae,,,Paul-Riviere/mkdocs-curriculum-vitae,mkdocs-curriculum-vitae,['theme'],theming,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-curriculum-vitae,197.0,197.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
186,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,{},9.0,9.0,,https://pypi.org/project/inari,154.0,154.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
187,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,{},,,6.0,https://pypi.org/project/mktheapidocs,1293.0,1293.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
188,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,{},3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,643.0,643.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
189,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,{},3.0,3.0,4.0,https://pypi.org/project/mkdocs-pipeline-visualizer,175.0,175.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
190,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,{},,,4.0,https://pypi.org/project/mkdocs-plotly-plugin,2554.0,2554.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
191,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,{},7.0,7.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,441.0,441.0,,3,True,3.0,,,,,,,,,,,,,,,,,,
192,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,{},10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,448.0,448.0,,3,True,3.0,markdown_svgbob,,,,,,,,,,,,,,,,,
